index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,customer
897,UA50747,WA,f,High School or Below,2599775.0,62262,72,1/0/00,Corporate Auto,Four-Door Car,193,UA50747
898,GL20444,,f,Master,1377836.0,91474,113,1/0/00,Corporate Auto,Two-Door Car,24,GL20444
899,SP58110,,f,Bachelor,492318.0,61469,63,1/5/00,Personal Auto,Four-Door Car,302,SP58110
900,XM91635,AZ,f,High School or Below,227233.0,16618,62,1/0/00,Special Auto,Four-Door Car,219,XM91635
901,TV82603,,f,Bachelor,1489539.0,48081,188,1/0/00,Personal Auto,Luxury SUV,881,TV82603
902,BB82067,,m,Doctor,975604.0,67632,121,1/0/00,Personal Auto,Luxury,26,BB82067
903,JP94676,,f,Bachelor,942297.0,34115,119,1/0/00,Personal Auto,SUV,466,JP94676
904,VU53417,AZ,m,High School or Below,383735.0,23051,99,1/0/00,Personal Auto,Two-Door Car,475,VU53417
905,IW54795,,m,College,1095213.0,23748,99,1/0/00,Personal Auto,Four-Door Car,607,IW54795
906,RN78170,AZ,f,College,815913.0,40589,69,1/0/00,Corporate Auto,Four-Door Car,331,RN78170
907,IX55883,,f,College,1948049.0,50809,83,1/0/00,Personal Auto,Four-Door Car,290,IX55883
908,XM72420,AZ,f,High School or Below,391936.0,66676,97,1/0/00,Personal Auto,Four-Door Car,558,XM72420
909,GC15104,,f,Bachelor,798514.0,52339,70,1/3/00,Corporate Auto,Four-Door Car,336,GC15104
910,RX13282,,m,Bachelor,1216874.0,14973,115,1/0/00,Personal Auto,SUV,828,RX13282
911,QA85890,AZ,f,High School or Below,584932.0,0,83,1/0/00,Corporate Auto,Four-Door Car,540,QA85890
912,IR62668,AZ,f,Bachelor,508583.0,31546,65,1/0/00,Personal Auto,Four-Door Car,100,IR62668
913,AL96740,,f,College,290393.0,67763,73,1/1/00,Personal Auto,Four-Door Car,59,AL96740
914,SS48498,WA,f,College,627317.0,20836,79,1/0/00,Corporate Auto,Four-Door Car,193,SS48498
915,PE39479,WA,m,College,1832141.0,88592,76,1/0/00,Corporate Auto,Four-Door Car,199,PE39479
916,JH62891,,f,College,517870.0,66943,65,1/1/00,Special Auto,Four-Door Car,53,JH62891
917,FI20423,AZ,f,High School or Below,1402435.0,81872,115,1/0/00,Special Auto,Four-Door Car,256,FI20423
918,PM13394,WA,f,College,530943.0,22404,70,1/1/00,Personal Auto,Four-Door Car,211,PM13394
919,YV67971,,f,High School or Below,494980.0,21342,62,1/0/00,Personal Auto,Four-Door Car,74,YV67971
920,QD31377,,m,Bachelor,859566.0,34621,108,1/1/00,Corporate Auto,SUV,621,QD31377
921,YG10247,,m,College,2295189.0,62396,64,1/0/00,Personal Auto,Four-Door Car,307,YG10247
922,FE73696,,m,High School or Below,379213.0,97212,93,1/0/00,Personal Auto,Two-Door Car,360,FE73696
923,SW19699,AZ,f,Bachelor,275574.0,49648,70,1/0/00,Personal Auto,Four-Door Car,65,SW19699
924,QJ40732,AZ,m,College,488033.0,97984,61,1/1/00,Personal Auto,Four-Door Car,407,QJ40732
925,HM76207,,f,College,905190.0,26308,114,1/0/00,Corporate Auto,SUV,547,HM76207
926,NT59303,,f,College,1011544.0,63528,256,1/0/00,Personal Auto,Luxury,1228,NT59303
927,PU41393,,m,College,826907.0,20225,114,1/1/00,Special Auto,SUV,547,PU41393
928,QO86948,,m,High School or Below,807165.0,0,112,1/0/00,Personal Auto,SUV,806,QO86948
929,QN10888,,f,High School or Below,772699.0,87620,64,1/0/00,Personal Auto,Four-Door Car,24,QN10888
930,VY19543,,f,Bachelor,831113.0,0,72,1/0/00,Corporate Auto,Four-Door Car,311,VY19543
931,XC15133,,f,Master,257402.0,34990,65,1/0/00,Personal Auto,Four-Door Car,42,XC15133
932,ST43550,,m,Bachelor,572732.0,99934,71,1/0/00,Special Auto,Four-Door Car,460,ST43550
933,FX36546,WA,m,Master,367914.0,60804,92,1/0/00,Personal Auto,Four-Door Car,213,FX36546
934,JX68983,,m,Bachelor,274451.0,94648,69,1/0/00,Personal Auto,Four-Door Car,331,JX68983
935,HX78576,,f,High School or Below,563674.0,24516,71,1/0/00,Personal Auto,Four-Door Car,300,HX78576
936,ZQ11381,AZ,m,Bachelor,1687038.0,61063,85,1/0/00,Personal Auto,Four-Door Car,262,ZQ11381
937,ON39271,,m,Master,273800.0,0,74,1/0/00,Personal Auto,Two-Door Car,263,ON39271
938,SB18278,,m,Bachelor,464470.0,0,64,1/0/00,Corporate Auto,Four-Door Car,307,SB18278
939,ZT30559,,f,High School or Below,474668.0,15169,63,1/0/00,Personal Auto,Four-Door Car,302,ZT30559
940,XI41106,AZ,m,College,1687432.0,55390,71,1/0/00,Corporate Auto,Two-Door Car,256,XI41106
941,ZS88847,,f,Bachelor,238760.0,27592,62,1/0/00,Personal Auto,Four-Door Car,297,ZS88847
942,RU49126,WA,f,College,446533.0,61846,112,1/0/00,Personal Auto,SUV,215,RU49126
943,KR62797,AZ,f,High School or Below,459162.0,83297,113,1/0/00,Personal Auto,SUV,542,KR62797
944,ZJ73220,AZ,f,College,1309258.0,0,188,1/0/00,Special Auto,Luxury,1353,ZJ73220
945,FY62633,,m,Bachelor,911226.0,0,90,1/0/00,Personal Auto,Four-Door Car,432,FY62633
946,CU36986,,f,High School or Below,416516.0,55897,104,1/0/00,Personal Auto,Four-Door Car,499,CU36986
947,WZ53904,AZ,m,Bachelor,265998.0,21297,71,1/0/00,Personal Auto,Four-Door Car,45,WZ53904
948,AA71604,AZ,f,Master,1198659.0,87560,98,1/1/00,Personal Auto,Two-Door Car,470,AA71604
949,TD10493,,f,High School or Below,289873.0,0,96,1/4/00,Personal Auto,Four-Door Car,691,TD10493
950,LY97989,,f,Bachelor,289424.0,0,85,1/0/00,Personal Auto,Four-Door Car,408,LY97989
951,VX39856,AZ,f,Doctor,350045.0,89398,86,1/0/00,Personal Auto,Four-Door Car,82,VX39856
952,TP51897,,f,College,262180.0,36843,68,1/3/00,Corporate Auto,Four-Door Car,357,TP51897
953,QQ89253,,f,College,1022180.0,0,134,1/0/00,Personal Auto,SUV,643,QQ89253
954,EI91403,,m,High School or Below,257827.0,34946,65,1/0/00,Personal Auto,Two-Door Car,420,EI91403
955,QG15435,AZ,f,College,624259.0,75680,78,1/0/00,Personal Auto,Four-Door Car,136,QG15435
956,FZ55002,,f,Doctor,522028.0,0,69,1/0/00,Personal Auto,Four-Door Car,331,FZ55002
957,HX77930,WA,f,College,313643.0,49532,79,1/1/00,Personal Auto,Four-Door Car,220,HX77930
958,UN37063,AZ,m,Bachelor,452536.0,10269,65,1/0/00,Personal Auto,Two-Door Car,170,UN37063
959,VB87946,,m,College,497035.0,49714,63,1/3/00,Personal Auto,Four-Door Car,266,VB87946
960,AB60627,,m,High School or Below,1546778.0,77517,129,1/0/00,Corporate Auto,SUV,98,AB60627
961,TA34903,,m,High School or Below,583889.0,81082,73,1/0/00,Personal Auto,Four-Door Car,281,TA34903
962,AQ51368,,f,Bachelor,1065688.0,72540,88,1/0/00,Corporate Auto,Two-Door Car,631,AQ51368
963,NZ26102,,f,High School or Below,228961.0,0,65,1/0/00,Personal Auto,Four-Door Car,468,NZ26102
964,GB45753,,m,High School or Below,543980.0,61546,68,1/0/00,Corporate Auto,Two-Door Car,29,GB45753
965,BV79904,,f,Master,795615.0,44818,67,1/1/00,Personal Auto,Two-Door Car,136,BV79904
966,OB49075,AZ,m,Bachelor,445811.0,17622,65,1/1/00,Personal Auto,Four-Door Car,312,OB49075
967,DS97676,,f,College,255505.0,0,72,1/0/00,Personal Auto,Four-Door Car,518,DS97676
968,JO63462,,m,Bachelor,330799.0,79797,84,1/0/00,Corporate Auto,Two-Door Car,31,JO63462
969,NJ10602,WA,f,College,845905.0,92717,70,1/0/00,Personal Auto,Two-Door Car,224,NJ10602
970,RS24501,,f,College,1335012.0,28919,173,1/0/00,Personal Auto,SUV,830,RS24501
971,VT78274,AZ,m,College,493122.0,0,68,1/0/00,Personal Auto,Four-Door Car,480,VT78274
972,SU56153,,m,Bachelor,777683.0,63568,65,1/0/00,Corporate Auto,Two-Door Car,390,SU56153
973,MN20737,,f,College,255367.0,73935,64,1/1/00,Corporate Auto,Four-Door Car,72,MN20737
974,KL43114,AZ,f,High School or Below,487646.0,0,66,1/0/00,Corporate Auto,Two-Door Car,316,KL43114
975,YQ15567,,f,Bachelor,903430.0,18846,115,1/0/00,Personal Auto,SUV,552,YQ15567
976,TR88637,AZ,f,High School or Below,810591.0,38893,103,1/0/00,Personal Auto,SUV,41,TR88637
977,TC88986,,m,High School or Below,561968.0,0,153,1/0/00,Special Auto,SUV,1027,TC88986
978,XX88577,,m,Bachelor,1572713.0,84824,196,1/0/00,Corporate Auto,SUV,319,XX88577
979,NE49052,,f,High School or Below,661801.0,20068,86,1/0/00,Corporate Auto,Four-Door Car,411,NE49052
980,KX17826,,m,Doctor,467004.0,0,125,1/0/00,Corporate Auto,SUV,600,KX17826
981,CC91503,AZ,f,High School or Below,1016936.0,0,135,1/0/00,Personal Auto,Luxury,648,CC91503
982,WH32183,,m,Bachelor,832307.0,97245,70,1/0/00,Personal Auto,Four-Door Car,4,WH32183
983,ES90681,,f,College,241776.0,51808,61,1/1/00,Personal Auto,Four-Door Car,351,ES90681
984,DW96592,,m,Bachelor,804487.0,71391,67,1/0/00,Personal Auto,Four-Door Car,284,DW96592
985,MT23134,,m,High School or Below,532572.0,0,73,1/0/00,Personal Auto,Two-Door Car,496,MT23134
986,BM69081,AZ,m,Bachelor,694752.0,0,100,1/0/00,Personal Auto,SUV,925,BM69081
987,MB90871,,f,College,584741.0,23496,77,1/0/00,Special Auto,Four-Door Car,13,MB90871
988,GT62080,WA,m,High School or Below,,55561,63,1/0/00,Personal Auto,Four-Door Car,227,GT62080
989,QL77686,,f,College,472478.0,23986,119,1/0/00,Corporate Auto,SUV,463,QL77686
990,ON77827,AZ,f,Master,279022.0,22974,71,1/0/00,Personal Auto,Four-Door Car,180,ON77827
991,KP18988,,f,High School or Below,2153133.0,0,101,1/0/00,Personal Auto,Four-Door Car,484,KP18988
992,TI92884,AZ,m,Bachelor,1262283.0,61844,106,1/0/00,Personal Auto,Luxury,508,TI92884
993,JH73503,AZ,m,Doctor,2017196.0,24804,73,1/0/00,Personal Auto,Two-Door Car,350,JH73503
994,YE97964,,f,Bachelor,1646436.0,27760,104,1/0/00,Personal Auto,SUV,302,YE97964
995,VA30351,,f,High School or Below,559538.0,74454,71,1/0/00,Personal Auto,Four-Door Car,340,VA30351
996,PV55726,,f,Master,417068.0,29462,107,1/1/00,Personal Auto,SUV,513,PV55726
997,UC88305,AZ,f,College,266544.0,52266,68,1/0/00,Corporate Auto,Two-Door Car,141,UC88305
998,TS53809,,m,Bachelor,709891.0,0,70,1/0/00,Personal Auto,Two-Door Car,349,TS53809
999,ZV32120,,m,Doctor,397134.0,23599,103,1/0/00,Corporate Auto,SUV,494,ZV32120
1000,FB80807,,m,Bachelor,552821.0,36088,72,1/0/00,Personal Auto,Four-Door Car,345,FB80807
1001,AS55677,,f,High School or Below,833899.0,70534,104,1/0/00,Personal Auto,Four-Door Car,54,AS55677
1002,WA15684,,m,College,3844585.0,27398,125,1/1/00,Personal Auto,SUV,600,WA15684
1003,SA50567,,m,Bachelor,544855.0,85296,68,1/0/00,Personal Auto,Four-Door Car,342,SA50567
1004,KJ31611,AZ,m,High School or Below,1080806.0,31063,92,1/0/00,Personal Auto,Four-Door Car,441,KJ31611
1005,VL37375,,m,Bachelor,618509.0,0,92,1/0/00,Personal Auto,Two-Door Car,1027,VL37375
1006,KN21017,,m,High School or Below,320822.0,52367,81,1/0/00,Personal Auto,Four-Door Car,275,KN21017
1007,PX44289,AZ,m,College,548010.0,58651,71,1/0/00,Personal Auto,Four-Door Car,472,PX44289
1008,AM97901,,f,College,2298615.0,84831,192,1/0/00,Special Auto,Luxury,1336,AM97901
1009,RE42925,,m,Bachelor,1310792.0,49088,114,1/1/00,Corporate Auto,SUV,547,RE42925
1010,TR81766,,f,College,746292.0,70263,93,1/0/00,Corporate Auto,Two-Door Car,7,TR81766
1011,CH85057,,f,Doctor,1146399.0,45354,285,1/0/00,Personal Auto,Luxury SUV,540,CH85057
1012,UP71482,AZ,m,High School or Below,723613.0,0,63,1/0/00,Personal Auto,Four-Door Car,383,UP71482
1013,EG40670,,f,Bachelor,623268.0,28334,83,1/0/00,Special Auto,Four-Door Car,537,EG40670
1014,HV83672,,f,Bachelor,2839332.0,38772,90,1/0/00,Personal Auto,Four-Door Car,321,HV83672
1015,MG10140,,f,College,374675.0,41479,94,1/1/00,Personal Auto,Two-Door Car,19,MG10140
1016,TC44716,,m,Bachelor,2156933.0,23909,119,1/0/00,Personal Auto,SUV,571,TC44716
1017,QO65264,,m,College,501208.0,48328,63,1/0/00,Personal Auto,Two-Door Car,108,QO65264
1018,EB66698,,m,High School or Below,337185.0,86689,85,1/0/00,Corporate Auto,Two-Door Car,408,EB66698
1019,OT52034,,m,Bachelor,386477.0,24204,99,1/1/00,Personal Auto,Four-Door Car,707,OT52034
1020,CH85444,,m,College,414571.0,25943,110,1/0/00,Corporate Auto,Two-Door Car,1067,CH85444
1021,PU85769,,m,High School or Below,515607.0,0,73,1/0/00,Personal Auto,Four-Door Car,807,PU85769
1022,UI73201,,m,College,366737.0,62375,92,1/0/00,Personal Auto,Two-Door Car,618,UI73201
1023,SL50592,,f,High School or Below,783568.0,0,71,1/0/00,Corporate Auto,Four-Door Car,404,SL50592
1024,XP11075,AZ,m,Bachelor,1456726.0,0,148,1/0/00,Personal Auto,SUV,710,XP11075
1025,SI31236,,m,Bachelor,1017133.0,70200,65,1/0/00,Corporate Auto,Four-Door Car,312,SI31236
1026,JN26745,,f,Bachelor,413577.0,0,112,1/0/00,Special Auto,Four-Door Car,707,JN26745
1027,VK48036,,f,College,551149.0,79027,70,1/0/00,Corporate Auto,Four-Door Car,336,VK48036
1028,JX76668,WA,f,High School or Below,1131424.0,62935,141,1/0/00,Personal Auto,Luxury,232,JX76668
1029,DS45802,,f,High School or Below,541461.0,26893,68,1/0/00,Personal Auto,Four-Door Car,68,DS45802
1030,OA96690,,f,High School or Below,742159.0,47406,94,1/1/00,Personal Auto,Four-Door Car,287,OA96690
1031,EM27919,,m,Bachelor,445811.0,17622,65,1/1/00,Personal Auto,Four-Door Car,312,EM27919
1032,QO41043,,f,College,1447612.0,27572,124,1/0/00,Corporate Auto,SUV,595,QO41043
1033,OV50124,,f,College,493688.0,0,72,1/2/00,Personal Auto,Two-Door Car,391,OV50124
1034,PR31642,,f,Bachelor,452527.0,32802,114,1/0/00,Personal Auto,SUV,547,PR31642
1035,BU41599,WA,f,Master,558176.0,62739,70,1/0/00,Personal Auto,Two-Door Car,239,BU41599
1036,TK30357,,f,Bachelor,1413434.0,90844,118,1/0/00,Personal Auto,SUV,232,TK30357
1037,NF31087,,f,High School or Below,2472318.0,44685,69,1/0/00,Personal Auto,Four-Door Car,331,NF31087
1038,NH16984,,f,Bachelor,283806.0,0,80,1/0/00,Personal Auto,Four-Door Car,336,NH16984
1039,OS75493,,f,High School or Below,384848.0,42589,98,1/0/00,Corporate Auto,Four-Door Car,470,OS75493
1040,VT63298,,m,Bachelor,1950447.0,0,72,1/0/00,Personal Auto,Four-Door Car,345,VT63298
1041,QS75550,WA,f,Bachelor,248004.0,93383,62,1/0/00,Corporate Auto,Two-Door Car,244,QS75550
1042,SZ16483,AZ,f,High School or Below,436137.0,79583,109,1/2/00,Personal Auto,Four-Door Car,523,SZ16483
1043,VM92311,AZ,f,High School or Below,252907.0,89129,64,1/0/00,Personal Auto,Four-Door Car,328,VM92311
1044,NJ46849,AZ,m,College,250444.0,0,69,1/0/00,Personal Auto,Four-Door Car,496,NJ46849
1045,WZ31900,,f,Bachelor,864970.0,94389,107,1/0/00,Corporate Auto,SUV,85,WZ31900
1046,RG30482,,f,College,1366835.0,0,197,1/0/00,Personal Auto,SUV,1418,RG30482
1047,ZM86949,,f,High School or Below,2063508.0,84106,64,1/0/00,Personal Auto,Two-Door Car,334,ZM86949
1048,QQ39596,AZ,f,College,251753.0,0,69,1/0/00,Personal Auto,Four-Door Car,42,QQ39596
1049,FH51383,,f,High School or Below,532667.0,76717,66,1/0/00,Personal Auto,Two-Door Car,300,FH51383
1050,BJ53923,AZ,m,High School or Below,260027.0,51978,66,1/0/00,Corporate Auto,Four-Door Car,144,BJ53923
1051,CZ96653,,f,Bachelor,853479.0,47325,107,1/0/00,Personal Auto,SUV,64,CZ96653
1052,FB23788,,m,High School or Below,882883.0,86721,111,1/0/00,Corporate Auto,SUV,532,FB23788
1053,NT43594,,f,Bachelor,224844.0,24910,63,1/1/00,Personal Auto,Four-Door Car,347,NT43594
1054,RJ85627,WA,f,Bachelor,1230276.0,43817,62,1/1/00,Personal Auto,Four-Door Car,245,RJ85627
1055,KJ86296,,m,High School or Below,455659.0,0,73,1/2/00,Personal Auto,Four-Door Car,525,KJ86296
1056,PI47776,,f,Bachelor,253070.0,89451,63,1/0/00,Corporate Auto,Four-Door Car,61,PI47776
1057,MD73554,,m,College,525198.0,59537,66,1/0/00,Personal Auto,Two-Door Car,316,MD73554
1058,UX92071,,m,High School or Below,674311.0,0,199,1/0/00,Personal Auto,Luxury SUV,955,UX92071
1059,YG44474,,m,College,1401472.0,54193,117,1/0/00,Corporate Auto,SUV,720,YG44474
1060,UH45301,,m,College,943891.0,86946,118,1/0/00,Personal Auto,Four-Door Car,340,UH45301
1061,RY92647,,f,Bachelor,1050677.0,0,92,1/0/00,Personal Auto,Four-Door Car,546,RY92647
1062,IK12620,AZ,f,High School or Below,421391.0,12160,109,1/0/00,Personal Auto,Four-Door Car,489,IK12620
1063,GQ66762,,m,College,477368.0,33701,63,1/0/00,Personal Auto,Four-Door Car,171,GQ66762
1064,YT69858,WA,f,Bachelor,544142.0,85702,67,1/0/00,Personal Auto,Two-Door Car,249,YT69858
1065,XD85577,,m,Bachelor,284226.0,69417,73,1/1/00,Personal Auto,Four-Door Car,30,XD85577
1066,TM65736,,m,Master,305955.0,38644,78,1/1/00,Personal Auto,Four-Door Car,361,TM65736
1067,VJ51327,,f,High School or Below,2031499.0,63209,102,1/2/00,Personal Auto,SUV,207,VJ51327
1068,GS98873,AZ,f,Bachelor,323912.0,16061,88,1/0/00,Personal Auto,Four-Door Car,633,GS98873
1069,CW49887,Cali,f,Master,462680.0,79487,114,1/0/00,Special Auto,SUV,547,CW49887
1070,MY31220,Cali,f,College,899704.0,54230,112,1/0/00,Personal Auto,Two-Door Car,537,MY31220
